concept_og,feature_og,freq,feature,concept_en,feature_en
voetbal,wit,1,colors,"['football', 'association football', 'soccer', 'ball', 'association football ball', 'soccerball', 'football game', 'football codes', 'Football', 'globe', 'orb']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
voetbal,zwart,1,colors,"['football', 'association football', 'soccer', 'ball', 'association football ball', 'soccerball', 'football game', 'football codes', 'Football', 'globe', 'orb']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
volleybal,wit,2,colors,"['volleyball', 'volleyball game', 'volley ball']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
vork,zilver,1,colors,"['crossing', 'fork', 'bifurcation', 'crossroad', 'crossroads', 'intersection', 'carrefour', 'crossway', 'CarrefourSA']","['silver', 'Ag', 'whiteness', 'white', 'colorimetric whiteness', 'ash gray', 'silver gray', 'ash grey', 'silver grey']"
vos,bruin,4,colors,"['horse', 'Equus caballus', 'fox']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
vos,oranje,2,colors,"['horse', 'Equus caballus', 'fox']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
vos,rood,6,colors,"['horse', 'Equus caballus', 'fox']","['red', 'redness']"
vrachtwagen,oranje,3,colors,"['HGV', 'LGV', 'large goods vehicle', 'medium goods vehicle', 'truck', 'lorry', 'motortruck', 'camion']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
vuilnisman,geel,1,colors,"['garbageman', 'garbage man', 'garbage hauler', 'garbage carter', 'garbage collector', 'dustman', 'refuse collector', 'waste collector', 'trashman']","['yellow', 'yellowness']"
vuilnisman,oranje,6,colors,"['garbageman', 'garbage man', 'garbage hauler', 'garbage carter', 'garbage collector', 'dustman', 'refuse collector', 'waste collector', 'trashman']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
wafel,bruin,2,colors,['waffle'],"['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
wafel,chocolade,4,colors,['waffle'],"['chocolate', 'drinking chocolate', 'cocoa', 'hot chocolate']"
wafel,geel,3,colors,['waffle'],"['yellow', 'yellowness']"
walvis,blauw,1,colors,['whale'],"['blue', 'blueness']"
walvis,zwart,2,colors,['whale'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
wandelen,groen,4,colors,"['hiking', 'hike', 'tramp', 'walk', 'walking', 'go']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
wanten,blauw,1,colors,['glove'],"['blue', 'blueness']"
wanten,wit,1,colors,['glove'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
wanten,zwart,2,colors,['glove'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
waterkers,groen,9,colors,"['watercress', 'Nasturtium officinale']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
waterkers,rood,4,colors,"['watercress', 'Nasturtium officinale']","['red', 'redness']"
waterkoker,bruin,1,colors,"['kettle', 'kettle hole', 'teakettle', 'tea kettle', 'boiler']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
waterkoker,geel,1,colors,"['kettle', 'kettle hole', 'teakettle', 'tea kettle', 'boiler']","['yellow', 'yellowness']"
waterkoker,grijs,1,colors,"['kettle', 'kettle hole', 'teakettle', 'tea kettle', 'boiler']","['gray', 'grey', 'greyness', 'grayness']"
waterkoker,wit,3,colors,"['kettle', 'kettle hole', 'teakettle', 'tea kettle', 'boiler']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
waterpas,blauw,1,colors,"['level', 'spirit level']","['blue', 'blueness']"
waterpas,geel,7,colors,"['level', 'spirit level']","['yellow', 'yellowness']"
waterpas,grijs,1,colors,"['level', 'spirit level']","['gray', 'grey', 'greyness', 'grayness']"
waterschildpad,GROEN,1,colors,"['family Emydidae', 'Emydidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
waterschildpad,Rood,1,colors,"['family Emydidae', 'Emydidae']","['red', 'redness']"
waterschildpad,groen,1,colors,"['family Emydidae', 'Emydidae']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
waterschildpad,rood,1,colors,"['family Emydidae', 'Emydidae']","['red', 'redness']"
weegschaal,rood,1,colors,"['Libra', 'weighing scale', 'scales', 'scale', 'balance', 'weighing machine']","['red', 'redness']"
weegschaal,wit,3,colors,"['Libra', 'weighing scale', 'scales', 'scale', 'balance', 'weighing machine']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
wesp,geel,7,colors,"['wasp', 'bee and wasp']","['yellow', 'yellowness']"
wesp,zwart,4,colors,"['wasp', 'bee and wasp']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
winkelbediende,grijs,1,colors,"['sales agent', 'manufacturer’s agent', 'commercial agent', 'salesperson', 'salesman', 'commission agent', 'sales rep', 'sales representative', 'sales']","['gray', 'grey', 'greyness', 'grayness']"
winkelbediende,rood,2,colors,"['sales agent', 'manufacturer’s agent', 'commercial agent', 'salesperson', 'salesman', 'commission agent', 'sales rep', 'sales representative', 'sales']","['red', 'redness']"
winkelbediende,wit,1,colors,"['sales agent', 'manufacturer’s agent', 'commercial agent', 'salesperson', 'salesman', 'commission agent', 'sales rep', 'sales representative', 'sales']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
witloof,geel,3,colors,"['French endive', 'Belgian endive']","['yellow', 'yellowness']"
witloof,groen,4,colors,"['French endive', 'Belgian endive']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
witloof,wit,8,colors,"['French endive', 'Belgian endive']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
witte kool,groen,3,colors,"['chou', 'cabbage', 'white cabbage']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
witte kool,wit,6,colors,"['chou', 'cabbage', 'white cabbage']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
wok,groen,1,colors,[],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
wok,rood,1,colors,[],"['red', 'redness']"
wolf,bruin,2,colors,"['she-wolf', 'grey wolf', 'timber wolf', 'Canis lupus', 'gray wolf']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
wolf,grijs,4,colors,"['she-wolf', 'grey wolf', 'timber wolf', 'Canis lupus', 'gray wolf']","['gray', 'grey', 'greyness', 'grayness']"
wolf,wit,1,colors,"['she-wolf', 'grey wolf', 'timber wolf', 'Canis lupus', 'gray wolf']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
worm,bruin,2,colors,"['dragon', 'firedrake', 'European dragon']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
worm,roze,2,colors,"['dragon', 'firedrake', 'European dragon']",['pink']
worm,wit,1,colors,"['dragon', 'firedrake', 'European dragon']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
wortel,bruin,1,colors,"['root', 'carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer', 'beginning', 'origin', 'source', 'rootage']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
wortel,groen,1,colors,"['root', 'carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer', 'beginning', 'origin', 'source', 'rootage']","['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
wortel,oranje,9,colors,"['root', 'carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer', 'beginning', 'origin', 'source', 'rootage']","['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
wortel,rood,1,colors,"['root', 'carrot', 'cultivated carrot', 'Daucus carota sativa', 'Daucus carota subsp. halophilus', 'Daucus carota subsp. sativus', 'Daucus carota subsp. azoricus', 'Daucus carota subsp. hispidus', 'Daucus carota subsp. gummifer', 'beginning', 'origin', 'source', 'rootage']","['red', 'redness']"
yoghurt,perzik,2,colors,"['yogourt', 'yoghourt', 'yogurt']","['peach', 'peach tree', 'Prunus persica']"
yoghurt,rood,1,colors,"['yogourt', 'yoghourt', 'yogurt']","['red', 'redness']"
yoghurt,roze,1,colors,"['yogourt', 'yoghourt', 'yogurt']",['pink']
yoghurt,wit,9,colors,"['yogourt', 'yoghourt', 'yogurt']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zalm,blauw,1,colors,['salmon'],"['blue', 'blueness']"
zalm,grijs,2,colors,['salmon'],"['gray', 'grey', 'greyness', 'grayness']"
zalm,oranje,1,colors,['salmon'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
zalm,roze,9,colors,['salmon'],['pink']
zebra,wit,4,colors,"['barcode', 'bar code', 'Universal Product Code']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zebra,zwart,5,colors,"['barcode', 'bar code', 'Universal Product Code']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
zeef,blauw,1,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['blue', 'blueness']"
zeef,geel,1,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['yellow', 'yellowness']"
zeef,goud,3,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['gold', 'Au', 'yellow', 'yellowness', 'amber', 'golden brown']"
zeef,grijs,1,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['gray', 'grey', 'greyness', 'grayness']"
zeef,rood,1,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['red', 'redness']"
zeef,wit,1,colors,"['sieving', 'strainer', 'sieve', 'screen', 'Sift']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zeilen,wit,1,colors,"['sailing', 'sail', 'canvass', 'sheet', 'canvas', 'shipping', 'navigation', 'seafaring']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zeppelin,blauw,1,colors,['Graf Zeppelin'],"['blue', 'blueness']"
zeppelin,grijs,1,colors,['Graf Zeppelin'],"['gray', 'grey', 'greyness', 'grayness']"
zeppelin,groen,1,colors,['Graf Zeppelin'],"['environmental awareness', 'environmentalism', 'green', 'viridity', 'greenness']"
zeppelin,rood,1,colors,['Graf Zeppelin'],"['red', 'redness']"
zoutvat,blauw,1,colors,"['saltcellar', 'salt cellar']","['blue', 'blueness']"
zoutvat,bruin,1,colors,"['saltcellar', 'salt cellar']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
zoutvat,wit,6,colors,"['saltcellar', 'salt cellar']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zwaan,oranje,1,colors,['Cygnus'],"['pumpkin', 'tomato', 'orangeness', 'orange', 'amber', 'gold', 'golden brown']"
zwaan,wit,9,colors,['Cygnus'],"['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zwaan,zwart,3,colors,['Cygnus'],"['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
zwaardvis,blauw,2,colors,"['swordfish', 'Xiphias gladius']","['blue', 'blueness']"
zwaardvis,grijs,2,colors,"['swordfish', 'Xiphias gladius']","['gray', 'grey', 'greyness', 'grayness']"
zwaluw,blauw,1,colors,"['swallow', 'Hirundinidae']","['blue', 'blueness']"
zwaluw,wit,3,colors,"['swallow', 'Hirundinidae']","['whiteness', 'white', 'colorimetric whiteness', 'humor', 'humour', 'wittiness', 'witticism']"
zwaluw,zwart,6,colors,"['swallow', 'Hirundinidae']","['black', 'color', 'coloring', 'colouring', 'complexion', 'colour', 'lists of colors', 'blackness', 'inkiness']"
zwemmen,blauw,3,colors,"['swimming', 'swim', 'washup', 'bathing']","['blue', 'blueness']"
zwemmen,turkoois,1,colors,"['swimming', 'swim', 'washup', 'bathing']",['turquoise']
zwempak,blauw,3,colors,"['bathing suit', 'swimsuit', 'swimming costume', 'swimwear', 'bathing costume']","['blue', 'blueness']"
zwempak,bruin,1,colors,"['bathing suit', 'swimsuit', 'swimming costume', 'swimwear', 'bathing costume']","['John Brown', 'Brown', 'brown', 'brownness', 'Aquilus']"
